PZN,Name,Norm,Amount,Darreichung
09668225,Metex Pen 12.5mg Fertigpen,N2,6 ST,PEN
09668231,Metex Pen 12.5mg Fertigpen,N3,12 ST,PEN
09668248,Metex Pen 15mg Fertigpen,N1,1 ST,PEN
09668260,Metex Pen 15mg Fertigpen,N2,6 ST,PEN
09668277,Metex Pen 15mg Fertigpen,N3,12 ST,PEN
09668283,Metex Pen 17.5mg Fertigpen,N1,1 ST,PEN
09668314,Metex Pen 17.5mg Fertigpen,N2,6 ST,PEN
09668320,Metex Pen 17.5mg Fertigpen,N3,12 ST,PEN
09668337,Metex Pen 20mg Fertigpen,N1,1 ST,PEN
09668366,Metex Pen 20mg Fertigpen,N2,6 ST,PEN
09668372,Metex Pen 20mg Fertigpen,N3,12 ST,PEN
09668389,Metex Pen 22.5mg Fertigpen,N1,1 ST,PEN
09668403,Metex Pen 22.5mg Fertigpen,N2,6 ST,PEN
09668426,Metex Pen 22.5mg Fertigpen,N3,12 ST,PEN
09668432,Metex Pen 25mg Fertigpen,N1,1 ST,PEN
09668455,Metex Pen 25mg Fertigpen,N2,6 ST,PEN
09668461,Metex Pen 25mg Fertigpen,N3,12 ST,PEN
09668478,Metex Pen 27.5mg Fertigpen,N1,1 ST,PEN
09668490,Metex Pen 27.5mg Fertigpen,N2,6 ST,PEN
09668509,Metex Pen 27.5mg Fertigpen,N3,12 ST,PEN
09668515,Metex Pen 30mg Fertigpen,N1,1 ST,PEN
09668538,Metex Pen 30mg Fertigpen,N2,6 ST,PEN
09668544,Metex Pen 30mg Fertigpen,N3,12 ST,PEN
09668633,Gonal F 450IE 33 Mikrogr-Axicorp ,N1,1 ST,PEN
09668656,Gonal F 900IE/1.5ml 66mik-Axicorp ,N1,1 ST,PEN
09668662,Protopic 0.1% Salbe-Axicorp ,N3,60 G,SAL
09668685,Sycrest 10mg-kohlpharma ,N2,60 ST,SUT
09668691,Sycrest 5mg-kohlpharma ,N2,60 ST,SUT
09668828,Famvir 250mg-Eurimpharm ,N2,15 ST,FTA
09669118,Xeplion 150mg Depot-Emra-Med ,N1,1 ST,DIS
09669207,Dermasence Barriopro,,50 ML,EMU
09669785,Ziagen Filmtabletten-Axicorp ,N2,60 ST,FTA
09669791,Methylphenidat Hcl Hx 18mg,N1,30 ST,RET
09669816,Methylphenidat Hcl Hx 36mg,N1,30 ST,RET
09669822,Methylphenidat Hcl Hx 54mg,N1,30 ST,RET
09669851,Desloratadin HEXAL 5mg,N1,20 ST,FTA
09669868,Desloratadin HEXAL 5mg,N2,50 ST,FTA
09669874,Desloratadin HEXAL 5mg,N3,100 ST,FTA
09669880,Desloratadin Hexal0.5mg/ml,N1,50 ML,LSE
09669897,Desloratadin Hexal0.5mg/ml,N2,150 ML,LSE
09669940,Atorvastatin Aristo 10mg,N1,30 ST,FTA
09669957,Atorvastatin Aristo 10mg,N2,50 ST,FTA
09669963,Atorvastatin Aristo 10mg,N3,100 ST,FTA
09669986,Atorvastatin Aristo 20mg,N1,30 ST,FTA
09669992,Atorvastatin Aristo 20mg,N2,50 ST,FTA
09670009,Atorvastatin Aristo 20mg,N3,100 ST,FTA
09670015,Atorvastatin Aristo 40mg,N1,30 ST,FTA
09670021,Atorvastatin Aristo 40mg,N2,50 ST,FTA
09670038,Atorvastatin Aristo 40mg,N3,100 ST,FTA
09670044,Atorvastatin Aristo 80mg,N1,30 ST,FTA
09670050,Atorvastatin Aristo 80mg,N2,50 ST,FTA
09670067,Atorvastatin Aristo 80mg,N3,100 ST,FTA
09670819,Talvosilen Forte 1000/60,N2,30 ST,SUP
09671322,Urtimed 1mg/ml Loesung,N1,120 ML,LSE
09671457,Abilify 1mg/ml Lsg Einnehm-kohlpharma ,N1,150 ML,LSE
09671546,Azopt-Eurimpharm ,N2,3X5 ML,ATR
09671552,Viramune 400mg-Eurimpharm ,,30 ST,RET
09671569,Viramune 400mg-Eurimpharm ,,90 ST,RET
09671629,Kreon 25000-Pharma ,N3,200 ST,KMP
09671871,Grippostad C Stickpack,,12 ST,GRA
09671894,Irbesartan 75mg HEXAL,N1,28 ST,FTA
09671902,Irbesartan 75mg HEXAL,N2,56 ST,FTA
09671919,Irbesartan 75mg HEXAL,N3,98 ST,FTA
09671931,Irbesartan 150mg HEXAL,N1,28 ST,FTA
09671948,Irbesartan 150mg HEXAL,N2,56 ST,FTA
09671954,Irbesartan 150mg HEXAL,N3,98 ST,FTA
09671977,Irbesartan 300mg HEXAL,N1,28 ST,FTA
09671983,Irbesartan 300mg HEXAL,N2,56 ST,FTA
09672008,Irbesartan 300mg HEXAL,N3,98 ST,FTA
09672020,Irbesartan Co Hex 150/12.5,N1,28 ST,FTA
09672043,Irbesartan Co Hex 150/12.5,N2,56 ST,FTA
09672066,Irbesartan Co Hex 150/12.5,N3,98 ST,FTA
09672089,Irbesartan Co Hex 300/12.5,N1,28 ST,FTA
09672095,Irbesartan Co Hex 300/12.5,N2,56 ST,FTA
09672103,Irbesartan Co Hex 300/12.5,N3,98 ST,FTA
09672132,Irbesartan Co Hex 300/25mg,N1,28 ST,FTA
09672149,Irbesartan Co Hex 300/25mg,N2,56 ST,FTA
09672155,Irbesartan Co Hex 300/25mg,N3,98 ST,FTA
09672161,Vexol 1% 10mg/ml Atr Susp-Pharma ,N1,5 ML,ATR
09672480,Gelitacel Ca Powder,,5X2 G,PUD
09672534,Natulan Kapseln 50mg-Axicorp ,N2,50 ST,HKP
09672563,Xeomin 100 Ld50 Einheiten-Axicorp ,N2,2 ST,PIJ
09672586,Xeomin 100 Ld50 Einheiten-Axicorp ,,3 ST,PIJ
09672669,Rekawan Filmtablett 1000mg,N3,100 ST,FTA
09672706,Colobreathe 1662500 IE,,56 ST,HPI
09672770,Abilify 5mg-European ,N2,49 ST,TAB
09672801,Abilify 5mg-European ,,28 ST,TAB
09673019,Hametum Wund Und Heilsalbe,N1,25 G,SAL
09673083,Dipyridamol ASS Be200/25mg,N2,50 ST,HVW
09673108,Dipyridamol ASS Be200/25mg,N3,100 ST,HVW
09673137,Ambisome 50mg Tss-Haemato ,N1,1 ST,TSS
09673195,Transtec 35 µg/h Transderm-Orifarm ,,16 ST,PFT
09673226,Transtec 52.5µg/h Transder-Orifarm ,,16 ST,PFT
09673249,Transtec 70µg/h Transderm-Orifarm ,,16 ST,PFT
09673479,Montelukast Heumann 4mg,N1,20 ST,KTA
09673485,Montelukast Heumann 4mg,N2,50 ST,KTA
09673491,Montelukast Heumann 4mg,N3,100 ST,KTA
09673516,Montelukast Heumann 5mg,N1,20 ST,KTA
09673522,Montelukast Heumann 5mg,N2,50 ST,KTA
09673539,Montelukast Heumann 5mg,N3,100 ST,KTA
09673545,Montelukast Heumann 10mg,N1,20 ST,TAB
09673551,Montelukast Heumann 10mg,N2,50 ST,TAB
09673568,Montelukast Heumann 10mg,N3,100 ST,TAB
09673574,Doxazosin Aurobindo 1mg,N1,20 ST,TAB
09673580,Doxazosin Aurobindo 1mg,N2,50 ST,TAB
09673597,Doxazosin Aurobindo 2mg,N1,20 ST,TAB
09673605,Doxazosin Aurobindo 2mg,N2,50 ST,TAB
09673611,Doxazosin Aurobindo 2mg,N3,100 ST,TAB
09673628,Doxazosin Aurobindo 4mg,N1,20 ST,TAB
09673634,Doxazosin Aurobindo 4mg,N2,50 ST,TAB
09673640,Doxazosin Aurobindo 4mg,N3,100 ST,TAB
09673657,Doxazosin Aurobindo 8mg,N1,20 ST,TAB
09673663,Doxazosin Aurobindo 8mg,N2,50 ST,TAB
09673686,Doxazosin Aurobindo 8mg,N3,100 ST,TAB
09673692,Levofloxacin Aurobi 250mg,N1,3 ST,FTA
09673700,Levofloxacin Aurobi 250mg,N1,5 ST,FTA
09673717,Levofloxacin Aurobi 250mg,N2,7 ST,FTA
09673723,Levofloxacin Aurobi 500mg,N1,5 ST,FTA
09673746,Levofloxacin Aurobi 500mg,N2,7 ST,FTA
09673752,Levofloxacin Aurobi 500mg,N3,10 ST,FTA
09673858,Valsartan Aurobindo 40mg,N1,28 ST,FTA
09673864,Valsartan Aurobindo 80mg,N1,28 ST,FTA
09673870,Valsartan Aurobindo 80mg,N2,56 ST,FTA
09673887,Valsartan Aurobindo 80mg,N3,98 ST,FTA
09673893,Valsartan Aurobindo 160mg,N1,28 ST,FTA
09673901,Valsartan Aurobindo 160mg,N2,56 ST,FTA
09673918,Valsartan Aurobindo 160mg,N3,98 ST,FTA
09673924,Valsartan Aurobindo 320mg,N1,28 ST,FTA
09673930,Valsartan Aurobindo 320mg,N2,56 ST,FTA
09673947,Valsartan Aurobindo 320mg,N3,98 ST,FTA
09674007,Acara 35mg,N2,4 ST,FTA
09674013,Acara 35mg,N3,12 ST,FTA
09674332,Alpan 300mg Weich,,30 ST,WKA
09674349,Alpan 300mg Weich,,60 ST,WKA
09674355,Alpan 300mg Weich,,120 ST,WKA
09674409,Urorec 4mg Hartkapseln-Pharma ,N1,30 ST,HKP
09676408,Xarelto 2.5mg,N3,1X196 ST,FTA
09677916,Celltip Plus Abstrichb Uns-1001 ,,100 ST,   
09677922,Celltip Plus Abstrichb Ste-1001 ,,1 ST,   
09677939,Celltip Plus Abstrichb Ste-1001 ,,50 ST,   
09678034,Rigi Box Twin 500ml Entsor-1001 ,,1 ST,   
09678040,Rigi Box Vario 1500ml Ents-1001 ,,1 ST,   
09678057,Rigi Box Vario 2300ml Ents-1001 ,,1 ST,   
09678353,Abilify 5mg-European ,N3,98 ST,TAB
09678376,Abilify 5mg-European ,,56 ST,TAB
09679795,Unizink Injektionloesung,KP,5X10 ML,ILO
09679803,Unizink Injektionloesung,KP,25X10 ML,AMP
09679826,Unizink Injektionloesung,KP,4X25X10 ML,AMP
09680114,Eskazole-Axicorp ,N3,60 ST,TAB
09680120,Clonazepam-Neurax 2.5mg/ml,N1,10 ML,TEI
09680137,Clonazepam-Neurax 2.5mg/ml,N2,50 ML,TEI
09680203,Tianeurax 12.5 mg,N1,20 ST,FTA
09680226,Tianeurax 12.5 mg,N2,50 ST,FTA
09680232,Tianeurax 12.5 mg,N3,100 ST,FTA
09681680,Cetaphil Derma Feucht Pfl,,120 ML,LOT
09681697,Cetaphil Derma Rein Schaum,,235 ML,SCH
09683495,Monoprost 50µg/ml Augentro,N3,90X0.2 ML,EDP
09683710,Flairesse Proph Lack Mint,,35X0.4 ML,EDP
09683727,Flairesse Proph Lack Melon,,35X0.4 ML,EDP
09683733,Flairesse Proph Sch Mint,,125 G,SCH
09683756,Flairesse Proph Sch Melon,,125 G,SCH
09683762,Flairesse Proph Sch Strawb,,125 G,SCH
09683779,Flairesse Proph Gel Mint,,480 ML,GEL
09683785,Flairesse Proph Gel Melon,,480 ML,GEL
09683791,Flairesse Proph Gel Strawb,,480 ML,GEL
09683816,Flairesse Proph Fine Mint,,200X1.8 G,EDP
09683822,Flairesse Proph Medium Min,,200X1.8 G,EDP
09683839,Flairesse Proph Coarse Min,,200X1.8 G,EDP
09683845,Flairesse Proph Fine Mint,,75 ML,PST
09683851,Flairesse Proph Medium Min,,75 ML,PST
09683868,Flairesse Proph Coarse Min,,75 ML,PST
09683874,Flairesse Proph Fine Melon,,200X1.8 G,EDP
09683880,Flairesse Proph Medium Mel,,200X1.8 G,EDP
09683897,Flairesse Proph Coarse Mel,,200X1.8 G,EDP
09683905,Flairesse Proph Fine Melon,,75 ML,PST
09683911,Flairesse Proph Medium Mel,,75 ML,PST
09683928,Flairesse Proph Coarse Mel,,75 ML,PST
09683992,Genotropin 5mg/ml Goquick-Cc-Pharma ,N1,1 ST,PLI
09684000,Genotropin 5mg/ml Goquick-Cc-Pharma ,N2,5 ST,PLI
09684046,Skinoren 15% Gel-Emra-Med ,N2,50 G,GEL
09684052,Sab Simplex,N3,100 ML,SUE
09684069,Sos Abfuehrmittel,,10 ST,BEU
09684081,Sos Kohle Tabletten,,30 ST,TAB
09684106,Sos Baumwoll Handschuhe,,2 ST,HAS
09684247,Omeprazol Dexcel 10mg,N2,56 ST,KMR
09684253,Omeprazol Dexcel 10mg,N3,98 ST,KMR
09684307,Viramune 400mg-Cc-Pharma ,,30 ST,RET
09684313,Viramune 400mg-Cc-Pharma ,,90 ST,RET
09684336,Vancomycin Eberth 250mg,KP,100 ST,HKP
09684359,Plastulen Eisen 55mg,N1,20 ST,REK
09684365,Plastulen Eisen 55mg,N2,50 ST,REK
09684371,Plastulen Eisen 55mg,N3,100 ST,REK
09684419,Renagel 800mg-Adl ,N3,180 ST,FTA
09684508,Foliodress Eye Protect Aug,,5 ST,   
09684715,Retterspitz Abfuehrpulver,,150 G,PUL
09684810,Aldara 5% Creme Sachets-Cc-Pharma ,N1,12 ST,CRE
09684879,Revatio 10mg/ml,N2,1 ST,PSE
09684980,Topotecan Logenex 1mg/1ml,N1,1X1 MG,DFL
09684997,Topotecan Logenex 4mg/4ml,N1,1X4 MG,DFL
09686163,Telfast 120mg-Emra-Med ,,7 ST,FTA
09686192,Bondronat 6mg-Emra-Med ,N1,1 ST,IFK
09686200,Bondronat 6mg-Emra-Med ,N2,5 ST,IFK
09686252,Calcium SANDOZ I1000/880kt,N2,48 ST,KTA
09686275,Calcium SANDOZ I1000/880kt,N3,120 ST,KTA
09686370,Norflex N,N1,5 ST,ILO
09686499,Gastrarctin,,20 ML,FLU
09686507,Keppra 1000mg-Bb ,N3,200 ST,FTA
09686513,Keppra 1000mg-Bb ,N2,100 ST,FTA
09686536,Keppra 1000mg-Bb ,N1,50 ST,FTA
09686973,Fluanxol Depot 10%-Cc-Pharma ,N3,5X1 ML,ILO
09687056,Montelukastzentiva 4mg,N1,20 ST,KTA
09687062,Montelukastzentiva 5mg,N1,20 ST,KTA
09687079,Montelukastzentiva 10mg,N1,20 ST,FTA
09687091,Infectopedicul+Nissenkamm,N3,250 ML,LOE
09687122,Irbesartan/Hct 1A 150/12.5,N1,28 ST,FTA
09687168,Irbesartan/Hct 1A 150/12.5,N2,56 ST,FTA
09687174,Irbesartan/Hct 1A 150/12.5,N3,98 ST,FTA
09687180,Irbesartan/Hct 1A 300/12.5,N1,28 ST,FTA
09687197,Irbesartan/Hct 1A 300/12.5,N2,56 ST,FTA
09687205,Irbesartan/Hct 1A 300/12.5,N3,98 ST,FTA
09687211,Irbesartan/Hct 1A 300/25mg,N1,28 ST,FTA
09687228,Irbesartan/Hct 1A 300/25mg,N2,56 ST,FTA
09687234,Irbesartan/Hct 1A 300/25mg,N3,98 ST,FTA
09687286,Dorzolamid Heumann 20mg/ml,N1,5 ML,ATR
09687292,Dorzolamid Heumann 20mg/ml,N2,3X5 ML,ATR
09687300,Dorzolamid Heumann 20mg/ml,N3,6X5 ML,ATR
09687346,Clopidogrel Heumann 75mg,N2,50 ST,FTA
09687352,Anastrozol Heumann 1mg Fta,N2,60 ST,FTA
09687369,Alendronsaeure Heumann10mg,N1,14 ST,TAB
09687375,Lamotrigin Heumann 200mg,N1,50 ST,TAB
09687381,Lamotrigin Heumann 25mg,N2,100 ST,TAB
09687398,Lamotrigin Heumann 25mg,N3,200 ST,TAB
09687406,Tarka 180mg/2mg-kohlpharma ,N2,56 ST,TAB
09687429,Oxycodon-Hcl 1A 40mg,N1,20 ST,RET
09687435,Twynsta 80mg/10mg-kohlpharma ,N2,56 ST,TAB
09687458,Twynsta 80mg/5mg-kohlpharma ,N2,56 ST,TAB
09687464,Oxycodon-Hcl 1A 40mg,N2,50 ST,RET
09687470,Oxycodon-Hcl 1A 40mg,N3,100 ST,RET
09687493,Oxycodon-Hcl 1A 60mg,N1,20 ST,RET
09687524,Oxycodon-Hcl 1A 60mg,N2,50 ST,RET
09687553,Oxycodon-Hcl 1A 60mg,N3,100 ST,RET
09687582,Oxycodon-Hcl 1A 80mg,N1,20 ST,RET
09687613,Oxycodon-Hcl 1A 80mg,N2,50 ST,RET
09687642,Oxycodon-Hcl 1A 80mg,N3,100 ST,RET
09687725,Dexabene,N2,3 ST,ILO
09687889,Uro Vaxom 6mg-Emra-Med ,,30 ST,HKP
09687895,Uro Vaxom 6mg-Emra-Med ,,90 ST,HKP
09687949,Noctamid 1mg-Emra-Med ,N2,20 ST,TAB
09687961,Noctamid 1mg-Emra-Med ,,30 ST,TAB
09688015,Ligosan Slow Release 14%,,1X260 MG,GEL
09688179,Cefaclor Aristo 125mg/5ml,N1,100 ML,GSE
09688185,Cefaclor Aristo Forte 250,N1,100 ML,GSE
09689167,Omeprazol Heu 10 Hkm Net,N1,30 ST,HKM
09689196,Omeprazol Heu 10 Hkm Net,N3,100 ST,HKM
09691721,Layaisa 0.02mg/3mg,N1,21 ST,FTA
09691738,Layaisa 0.02mg/3mg,N2,3X21 ST,FTA
09691744,Layaisa 0.02mg/3mg,N3,6X21 ST,FTA
09691750,Layanina 0.03mg/3mg,N1,21 ST,FTA
09691767,Layanina 0.03mg/3mg,N2,3X21 ST,FTA
09691773,Layanina 0.03mg/3mg,N3,6X21 ST,FTA
09691945,Losartan Kalium TAD 50mg,N1,28 ST,FTA
09691951,Losartan Kalium TAD 100mg,N1,28 ST,FTA
09691968,Losartan-Kal Hctad100/12.5,N1,28 ST,FTA
09691974,Losartan-Kal Hctad100/12.5,N2,56 ST,FTA
09691980,Dasselta 5mg-Eurimpharm ,N1,20 ST,FTA
09691997,Dasselta 5mg-Eurimpharm ,N2,50 ST,FTA
09692005,Dasselta 5mg-Eurimpharm ,N3,100 ST,FTA
09692301,Docetaxel Axios 20mg/ml,N1,140 MG,IFK
09692755,Orgalutran 0.25mg/0.5ml-Haemato ,N1,1X1 ST,ILO
09692761,Nuvaring Vaginalring-Haemato ,N3,3 ST,VAR
09692784,Reminyl 1xtag 24mg Hartkap-Haemato ,N1,28 ST,REK
09692809,Reminyl 1xtag 16mg Hartkap-Haemato ,N1,28 ST,REK
09692815,Reminyl 1xtag 8mg Hartkap-Haemato ,N1,28 ST,REK
09692821,Eviplera 200mg/25mg/245mg-Haemato ,N2,30 ST,FTA
09692838,Eviplera 200mg/25mg/245mg-Haemato ,N3,3X30 ST,FTA
09692844,Fasturtec 7.5mg 1dfl+1amp-Haemato ,N1,1 ST,KPG
09692850,Fasturtec 1.5mg 3dfl+3amp-Haemato ,N2,1 ST,KPG
09692867,Viramune 400mg-Emra-Med ,,30 ST,RET
09693217,Riluzol AL 50mg,N2,56 ST,FTA
09693246,Desloratadin 1A Phar 5mg,N1,20 ST,FTA
09693252,Desloratadin 1A Phar 5mg,N2,50 ST,FTA
09693269,Desloratadin 1A Phar 5mg,N3,100 ST,FTA
09693335,Losartan Heumann 12.5mg,N1,28 ST,FTA
09693654,Isotonische Kochsalz 0.9%,,25X100 ML,INF
09693683,Elektrolyt Inf Lsg 153 Pe,N2,10X250 ML,IFF
09693708,Isotonische Kochsalz0.9%pe,N2,10X250 ML,INF
09693720,Aqua Ad Injectionen Pe Fla,N1,1X1000 ML,LOE
09693849,Faslodex 250mg Inj Lsg-Inopha ,,1 ST,ILO
09693855,Aranesp 300 Mikrogramm-Inopha ,N1,1 ST,FER
09693878,Aranesp 500 Mikrogramm-Inopha ,N1,1 ST,FER
09693884,Duac Akne Gel,N1,30 G,GEL
09693890,Duac Akne Gel,,60 G,GEL
09693973,Clopidogrel Heu 75 Fta Net,N2,56 ST,FTA
09694004,Omeprazol Heu 10 Hkm Net,N2,50 ST,HKM
09694599,Fragmin 2.500 I.E.P.Sichsy-Pharma ,,5 ST,ILO
09694642,Insuman Comb 25 100IE/ml-kohlpharma ,N1,5X3 ML,FER
09694659,Insuman Comb 25 100IE/ml-kohlpharma ,N2,10X3 ML,FER
09694665,Elidel Creme 1%-Pharma ,N3,100 G,CRE
09695340,Azilect 1mg-European ,N1,30 ST,TAB
09695357,Azilect 1mg-European ,N3,100 ST,TAB
09695400,Mmr Vaxpro Fer M Kanuele-Pharma ,N1,1 ST,TRS
09695446,Ursofalk 250mg-Pharma ,,200 ST,HKP
09695452,Nexium 20mg-Pharma ,,15 ST,TMR
09701520,Infectocipro 2mg/ml Ohren,N1,15X0.25 ML,OHT
09701951,Vinorelbin Onko10mg/ml10mg,N1,1 ST,IFK
09701968,Vinorelbin Onko10mg/ml50mg,N1,1 ST,IFK
09701997,Atacand 8mg-Emra-Med ,N1,28 ST,TAB
09702005,Micardis Plus 40/12.5mg-Emra-Med ,N2,56 ST,TAB
09702382,Fosrenol 750mg,N2,90 ST,BEU
09702399,Fosrenol 1000mg,N2,90 ST,BEU
09702407,Elvanse 30mg Hartkapseln,,30 ST,HKP
09702413,Elvanse 50mg Hartkapseln,,30 ST,HKP
09702436,Elvanse 70mg Hartkapseln,,30 ST,HKP
09702755,Nobadrape Arthroskopie Set,,1 ST,KPG
09702991,Tussidermil N,N1,25 G,EMU
09703022,Thymian Li-Il Erkaelt Arzn,,100 ML,BAD
09703039,Thymian Li-Il Erkaelt Arzn,,200 ML,BAD
09703269,Cetirizin Aristo 10mg,N1,20 ST,FTA
09703275,Cetirizin Aristo 10mg,N2,50 ST,FTA
09703281,Cetirizin Aristo 10mg,N3,100 ST,FTA
09703298,Hydrocortison Ratio0.5%cre,,15 G,CRE
09703312,Hydrocortison Ratio0.5%cre,N1,30 G,CRE
09703341,H&S Lavendelblueten,,20X1.0 G,FBE
09703370,Biofreeze Schmerzl Gel Fol,,80X5 G,GEL
09704010,L Arginin Hcl 21.0% El K,N1,5X20 ML,IFK
09704211,Rapamune 1mg-Beragena ,N3,100 ST,UTA
09704234,Duoplavin 75mg/100mg Fta-Beragena ,N1,28 ST,FTA
09704240,Duoplavin 75mg/100mg Fta-Beragena ,N3,100 ST,FTA
09704263,Nystatin Acis Salbe,N1,20 G,SAL
09704286,Nystatin Acis Paste,N1,20 G,PST
09704292,Omacor Kapseln-Emra-Med ,N1,28 ST,WKA
09704317,Nystatin Acis Paste,N2,50 G,PST
09704323,Faslodex 250mg Inj Lsg-Inopha ,N2,2 ST,ILO
09704429,Sycrest 5mg Sublingualtabl-Br ,N2,60 ST,SUT
09704435,Sycrest 10mg Sublingualtab-Allomedic ,N2,60 ST,SUT
09704636,Targretin 75mg Weich-Emra-Med ,N3,100 ST,WKA
09704642,Viramune 400mg-Axicorp ,,30 ST,RET
09704659,Viramune 400mg-Axicorp ,,90 ST,RET
09704671,Agnolyt Madaus Tin Keuschl,N1,50 ML,FLE
09704688,Agnolyt Madaus Tin Keuschl,N2,100 ML,FLE
09704694,Mirtazapin Bluefish 15mg,N1,18 ST,SMT
09704702,Mirtazapin Bluefish 15mg,N3,96 ST,SMT
09704719,Mirtazapin Bluefish 30mg,N1,18 ST,SMT
09704725,Mirtazapin Bluefish 45mg,N1,18 ST,SMT
09704872,Nifurantin B 6,N1,30 ST,UTA
09705050,Froximun Toxaprevent Akut,,60 ST,KAP
09705179,Levetiracetam Mylan 250 mg,N2,100 ST,FTA
09705185,Levetiracetam Mylan 250 mg,N3,200 ST,FTA
09705216,Levetiracetam Mylan 500 mg,N2,100 ST,FTA
09705222,Levetiracetam Mylan 500 mg,N3,200 ST,FTA
09705245,Levetiracetam Mylan 750 mg,N2,100 ST,FTA
09705251,Levetiracetam Mylan 750 mg,N3,200 ST,FTA
09705274,Levetiracetam Mylan 1000mg,N2,100 ST,FTA
09705280,Levetiracetam Mylan 1000mg,N3,200 ST,FTA
09705297,Cholspasmin Artischocke,,30 ST,UTA
09705305,Cholspasmin Artischocke,,50 ST,UTA
09705311,Cholspasmin Artischocke,,100 ST,UTA
09705506,Orgalutran 0.25mg/0.5ml-Haemato ,N3,1X5 ST,ILO
09705558,Ribodocel 20mg/ml,N1,20 MG,IFK
09705564,Ribodocel 20mg/ml,N1,80 MG,IFK
09705570,Ribodocel 20mg/ml,N1,140 MG,IFK
09705587,Clexane 20mg 0.2ml-Haemato ,N1,10 ST,ILO
09705601,Privigen 10% Lsg 3x10g-Haemato ,N2,3X100 ML,INF
09705618,Privigen 10% Lsg 3x20g-Haemato ,N2,3X200 ML,INF
09705624,Pylera 140/125/125mg,N1,120 ST,HKP
09706351,Fentanyl Mylan 25µg/h Pft,N2,10 ST,PFT
09706368,Fentanyl Mylan 25µg/h Pft,N3,20 ST,PFT
09706397,Fentanyl Mylan 50µg/h Pft,N2,10 ST,PFT
09706405,Fentanyl Mylan 50µg/h Pft,N3,20 ST,PFT
09706428,Fentanyl Mylan 75µg/h Pft,N2,10 ST,PFT
09706434,Fentanyl Mylan 75µg/h Pft,N3,20 ST,PFT
09706457,Fentanyl Mylan 100µg/h Pft,N2,10 ST,PFT
09706463,Fentanyl Mylan 100µg/h Pft,N3,20 ST,PFT
09706718,Espumisan Emulsion,N3,3X32 ML,EMU
09706925,Zopiclon Aristo 7.5mg,N1,10 ST,FTA
09706931,Zopiclon Aristo 7.5mg,N2,20 ST,FTA
09707296,Neulasta 6mg Fs Mit Ans-Inopha ,N1,1 ST,ILO
09707385,Serevent Dos 120 Hub-Emra-Med ,N2,1 ST,DOS
09707468,Laprost 50 Mikrogramm/ml,N2,3X2.5 ML,ATR
09707474,Laprost 50 Mikrogramm/ml,N3,6X2.5 ML,ATR
09707994,Rhinocort Nasal Aqua 64µg-Emra-Med ,N1,1 ST,NDS
09708114,Esomeprazol Sun 40mg Pulv,N1,1 ST,PII
09708195,Levocetirizin 5mg 1A Pharm,N1,20 ST,FTA
09708203,Levocetirizin 5mg 1A Pharm,N2,50 ST,FTA
09708226,Levocetirizin 5mg 1A Pharm,N3,100 ST,FTA
09708255,Tacrolimus Heum 0.5mg Hart,N2,50 ST,HKP
09708261,Tacrolimus Heum 0.5mg Hart,N3,100 ST,HKP
09708290,Tacrolimus Heum 1mg Hart,N2,50 ST,HKP
09708309,Tacrolimus Heum 1mg Hart,N3,100 ST,HKP
09708338,Tacrolimus Heumann 5mg,N2,50 ST,HKP
09708344,Tacrolimus Heum 5mg Hart,N3,100 ST,HKP
09708456,Rivastigmin Heu 4.6/24 Std,N1,30 ST,PFT
09708462,Rivastigmin Heu 4.6/24 Std,N2,60 ST,PFT
09708479,Rivastigmin Heu 4.6/24 Std,N3,90 ST,PFT
09708485,Rivastigmin Heu 9.5/24 Std,N1,30 ST,PFT
09708516,Rivastigmin Heu 9.5/24 Std,N2,60 ST,PFT
09708522,Rivastigmin Heu 9.5/24 Std,N3,90 ST,PFT
09708605,Oculotect Fluid Sine Pvd,N1,30X0.4 ML,ATR
09708611,Oculotect Fluid Sine Pvd,N2,60X0.4 ML,ATR
09708628,Oculotect Fluid Sine Pvd,N3,120X0.4 ML,ATR
09708781,Enbrel 50mg Myclic Fertigp-Axicorp ,N3,12 ST,ILO
09709059,1 M Kaliumchlorid 7.46%,,4X3000 ML,IFK
09709243,Mucozym,,20 ST,TMR
09709266,Natulan Kapseln-Emra-Med ,N2,50 ST,HKP
09709272,Competact 15mg/850mg Fta-Emra-Med ,N2,112 ST,FTA
09709332,Doc Arnika,,150 G,CRE
09709409,Rizatriptan Rati 10mg Schm,N1,3 ST,SMT
09709415,Rizatriptan Rati 10mg Schm,N2,6 ST,SMT
09709421,Rizatriptan Rati 10mg Schm,,12 ST,SMT
09709438,Rizatriptan Rati 10mg Schm,N3,18 ST,SMT
09709467,Insuman Basal 100IE/ml Sol-kohlpharma ,N1,5X3 ML,FER
09709473,Insuman Basal 100IE/ml Sol-kohlpharma ,N2,10X3 ML,FER
09709792,Cymbalta 60mg-C ,N3,98 ST,KMR
09709817,Viramune 200mg-Adl ,N2,60 ST,TAB
09709823,Betaferon 250µg/ml Sammelp-Adl ,N2,14 ST,PLI
09709846,Ibandronsaeure AL 50mg,N2,28 ST,FTA
09709852,Ibandronsaeure AL 50mg,N3,84 ST,FTA
09709869,Ibandronsaeure AL 150mg,N2,1 ST,FTA
09709875,Ibandronsaeure AL 150mg,N3,3 ST,FTA
09709929,Nexium 20mg-Cc-Pharma ,,15 ST,TMR
